labeled,total_character,letters,numbers,special_characters,letters_number,dots,lowercase_letters,uppercase_letters,subdomains_count,subdomain1,subdomain1_letters,subdomain1_numbers,subdomain1_special,subdomain2,subdomain2_letters,subdomain2_numbers,subdomain2_special,subdomain3,subdomain3_letters,subdomain3_numbers,subdomain3_special,subdomain4,subdomain4_letters,subdomain4_numbers,subdomain4_special
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,25,2,0,27,5,25,0,5,5,3,2,0,6,6,0,0,3,3,0,0,10,10,0,0
0,8,7,0,0,7,1,7,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37,19,11,4,30,3,19,0,3,17,5,10,2,14,11,1,2,3,3,0,0,0,0,0,0
0,34,12,16,3,28,3,12,0,3,19,3,15,1,9,6,1,2,3,3,0,0,0,0,0,0
1,131,105,21,2,126,3,53,52,4,40,34,6,0,32,26,6,0,30,24,5,1,26,21,4,1
0,16,14,0,0,14,2,14,0,2,8,8,0,0,6,6,0,0,0,0,0,0,0,0,0,0
0,48,28,10,7,38,3,28,0,3,28,14,9,5,14,11,1,2,3,3,0,0,0,0,0,0
0,54,33,11,7,44,3,33,0,3,34,19,10,5,14,11,1,2,3,3,0,0,0,0,0,0
0,17,12,1,2,13,2,12,0,2,10,7,1,2,5,5,0,0,0,0,0,0,0,0,0,0
1,8,6,2,0,8,0,6,0,1,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,11,0,0,11,1,11,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,51,38,10,2,48,1,28,10,2,41,32,7,2,9,6,3,0,0,0,0,0,0,0,0,0
1,53,39,13,0,52,1,28,11,2,34,23,11,0,18,16,2,0,0,0,0,0,0,0,0,0
0,16,14,0,0,14,2,14,0,2,4,4,0,0,10,10,0,0,0,0,0,0,0,0,0,0
0,28,11,11,3,22,3,11,0,3,13,2,10,1,9,6,1,2,3,3,0,0,0,0,0,0
1,47,38,8,0,46,1,30,8,2,35,29,6,0,11,9,2,0,0,0,0,0,0,0,0,0
1,49,37,10,1,47,1,24,13,2,42,32,9,1,6,5,1,0,0,0,0,0,0,0,0,0
0,21,17,0,0,17,4,17,0,4,3,3,0,0,7,7,0,0,3,3,0,0,4,4,0,0
0,3,2,0,0,2,1,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,26,3,2,29,3,26,0,3,20,15,3,2,4,4,0,0,7,7,0,0,0,0,0,0
1,104,91,10,1,101,2,63,28,3,49,42,7,0,31,28,2,1,22,21,1,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,12,0,0,12,2,12,0,2,3,3,0,0,9,9,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,1,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,35,9,0,44,1,28,7,2,36,29,7,0,8,6,2,0,0,0,0,0,0,0,0,0
0,14,13,0,0,13,1,13,0,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,48,32,14,1,46,1,23,9,2,38,27,11,0,9,5,3,1,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,5,0,0,5,1,5,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,18,0,0,18,2,18,0,2,3,3,0,0,15,15,0,0,0,0,0,0,0,0,0,0
0,34,26,3,2,29,3,26,0,3,20,15,3,2,4,4,0,0,7,7,0,0,0,0,0,0
1,44,33,10,0,43,1,23,10,2,37,28,9,0,6,5,1,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,9,10,5,19,2,9,0,2,15,2,9,4,9,7,1,1,0,0,0,0,0,0,0,0
0,12,10,0,0,10,2,10,0,2,7,7,0,0,3,3,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,9,0,0,9,2,9,0,2,7,7,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,35,9,1,44,1,26,9,2,38,29,8,1,7,6,1,0,0,0,0,0,0,0,0,0
0,12,7,3,0,10,2,7,0,2,3,1,2,0,7,6,1,0,0,0,0,0,0,0,0,0
0,50,40,2,4,42,4,40,0,4,3,3,0,0,15,15,0,0,3,3,0,0,25,19,2,4
0,13,11,0,0,11,2,11,0,2,3,3,0,0,8,8,0,0,0,0,0,0,0,0,0,0
1,57,42,13,1,55,1,29,13,2,36,26,9,1,20,16,4,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,57,48,8,0,56,1,30,18,2,41,36,5,0,15,12,3,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,5,4,0,9,1,5,0,1,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,123,104,16,0,120,3,60,44,4,30,25,5,0,33,30,3,0,33,28,5,0,24,21,3,0
0,19,16,0,1,16,2,16,0,2,10,9,0,1,7,7,0,0,0,0,0,0,0,0,0,0
0,22,20,0,0,20,2,20,0,2,14,14,0,0,6,6,0,0,0,0,0,0,0,0,0,0
0,5,4,0,0,4,1,4,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,11,3,0,14,2,11,0,2,4,1,3,0,10,10,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,26,3,2,29,3,26,0,3,20,15,3,2,4,4,0,0,7,7,0,0,0,0,0,0
1,42,31,9,1,40,1,21,10,2,33,25,7,1,8,6,2,0,0,0,0,0,0,0,0,0
0,19,17,0,0,17,2,17,0,2,12,12,0,0,5,5,0,0,0,0,0,0,0,0,0,0
1,8,6,2,0,8,0,6,0,1,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47,28,11,5,39,3,27,1,3,32,19,10,3,9,6,1,2,3,3,0,0,0,0,0,0
0,17,11,4,0,15,2,11,0,2,5,1,4,0,10,10,0,0,0,0,0,0,0,0,0,0
0,21,19,0,0,19,2,19,0,2,7,7,0,0,12,12,0,0,0,0,0,0,0,0,0,0
0,19,17,0,0,17,2,17,0,2,3,3,0,0,14,14,0,0,0,0,0,0,0,0,0,0
0,28,24,1,0,25,3,24,0,3,7,7,0,0,11,11,0,0,7,6,1,0,0,0,0,0
0,6,4,0,0,4,2,4,0,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0
0,48,11,30,4,41,3,11,0,3,33,2,29,2,9,6,1,2,3,3,0,0,0,0,0,0
0,6,4,0,0,4,2,4,0,2,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,61,40,11,6,51,4,40,0,4,9,9,0,0,31,17,10,4,14,11,1,2,3,3,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,17,11,4,28,3,17,0,3,20,8,10,2,9,6,1,2,3,3,0,0,0,0,0,0
0,11,9,0,0,9,2,9,0,2,3,3,0,0,6,6,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,9,0,0,9,1,9,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,112,91,15,3,106,3,42,49,4,30,27,3,0,26,22,2,2,25,20,5,0,28,22,5,1
1,49,37,10,1,47,1,25,12,2,35,28,6,1,13,9,4,0,0,0,0,0,0,0,0,0
0,66,43,14,5,57,4,43,0,4,9,9,0,0,41,25,13,3,9,6,1,2,3,3,0,0
0,14,9,4,0,13,1,9,0,1,13,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,30,0,0,30,2,30,0,2,21,21,0,0,9,9,0,0,0,0,0,0,0,0,0,0
1,8,6,2,0,8,0,6,0,1,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,4,0,0,4,1,4,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,10,0,0,10,1,10,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,52,43,6,2,49,1,34,9,2,38,31,6,1,13,12,0,1,0,0,0,0,0,0,0,0
0,20,16,1,0,17,3,16,0,3,5,4,1,0,7,7,0,0,5,5,0,0,0,0,0,0
0,6,5,0,0,5,1,5,0,2,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,26,1,3,27,2,26,0,2,14,10,1,3,16,16,0,0,0,0,0,0,0,0,0,0
0,39,24,9,3,33,3,24,0,3,24,15,8,1,9,6,1,2,3,3,0,0,0,0,0,0
0,4,2,1,0,3,1,2,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,17,2,0,19,2,17,0,2,3,3,0,0,16,14,2,0,0,0,0,0,0,0,0,0
0,11,9,0,0,9,2,9,0,2,1,1,0,0,8,8,0,0,0,0,0,0,0,0,0,0
1,119,100,16,0,116,3,67,33,4,44,39,5,0,34,28,6,0,27,24,3,0,11,9,2,0
0,18,15,1,0,16,2,15,0,2,3,2,1,0,13,13,0,0,0,0,0,0,0,0,0,0
0,13,12,0,0,12,1,12,0,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,32,11,0,43,1,23,9,2,36,27,9,0,7,5,2,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,9,0,0,9,1,9,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,11,0,0,11,2,11,0,2,5,5,0,0,6,6,0,0,0,0,0,0,0,0,0,0
0,23,19,1,1,20,2,19,0,2,8,6,1,1,13,13,0,0,0,0,0,0,0,0,0,0
0,17,13,1,0,14,3,6,7,3,1,0,1,0,9,9,0,0,4,4,0,0,0,0,0,0
0,27,19,3,3,22,2,19,0,2,19,13,3,3,6,6,0,0,0,0,0,0,0,0,0,0
0,8,4,2,1,6,1,4,0,1,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1,45,33,10,1,43,1,28,5,2,35,26,9,0,9,7,1,1,0,0,0,0,0,0,0,0
1,50,37,11,1,48,1,25,12,2,43,33,9,1,6,4,2,0,0,0,0,0,0,0,0,0
1,58,45,9,3,54,1,30,15,2,43,34,7,2,14,11,2,1,0,0,0,0,0,0,0,0
1,114,92,17,2,109,3,50,42,4,27,24,3,0,38,30,7,1,23,18,5,0,23,20,2,1
0,19,13,2,2,15,2,13,0,2,10,6,2,2,7,7,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,14,1,1,15,2,14,0,2,14,13,0,1,2,1,1,0,0,0,0,0,0,0,0,0
0,16,13,0,0,13,3,13,0,3,9,9,0,0,2,2,0,0,2,2,0,0,0,0,0,0
0,13,11,0,0,11,2,11,0,2,3,3,0,0,8,8,0,0,0,0,0,0,0,0,0,0
0,32,29,0,0,29,3,29,0,3,12,12,0,0,1,1,0,0,16,16,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,26,3,2,29,3,26,0,3,20,15,3,2,4,4,0,0,7,7,0,0,0,0,0,0
0,32,15,10,4,25,3,9,6,3,17,6,9,2,9,6,1,2,3,3,0,0,0,0,0,0
0,26,20,1,3,21,2,20,0,2,22,19,0,3,2,1,1,0,0,0,0,0,0,0,0,0
1,138,114,20,1,134,3,69,45,4,48,42,6,0,30,24,5,1,30,26,4,0,27,22,5,0
1,52,40,10,1,50,1,26,14,2,34,27,7,0,17,13,3,1,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,8,1,0,9,2,8,0,2,6,5,1,0,3,3,0,0,0,0,0,0,0,0,0,0
1,56,41,13,1,54,1,26,15,2,38,27,10,1,17,14,3,0,0,0,0,0,0,0,0,0
1,107,78,22,4,100,3,42,36,4,30,21,8,1,26,19,5,2,21,16,4,1,27,22,5,0
0,8,4,2,1,6,1,4,0,1,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,8,0,0,8,2,8,0,2,1,1,0,0,7,7,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,121,95,20,3,115,3,44,51,4,37,29,7,1,32,25,6,1,27,23,4,0,22,18,3,1
0,38,34,0,2,34,2,34,0,2,30,28,0,2,6,6,0,0,0,0,0,0,0,0,0,0
0,13,11,0,0,11,2,11,0,2,2,2,0,0,9,9,0,0,0,0,0,0,0,0,0,0
0,13,11,0,0,11,2,11,0,2,8,8,0,0,3,3,0,0,0,0,0,0,0,0,0,0
1,51,43,6,1,49,1,31,12,2,37,30,6,1,13,13,0,0,0,0,0,0,0,0,0,0
0,51,41,2,4,43,4,41,0,4,6,6,0,0,18,18,0,0,3,3,0,0,20,14,2,4
0,13,10,1,0,11,2,10,0,2,6,5,1,0,5,5,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,8,2,0,10,2,8,0,2,6,6,0,0,4,2,2,0,0,0,0,0,0,0,0,0
1,125,108,14,0,122,3,74,34,4,49,43,6,0,30,28,2,0,30,26,4,0,13,11,2,0
0,19,17,0,0,17,2,17,0,2,8,8,0,0,9,9,0,0,0,0,0,0,0,0,0,0
1,48,40,7,0,47,1,29,11,2,39,33,6,0,8,7,1,0,0,0,0,0,0,0,0,0
0,17,13,1,0,14,3,7,6,3,1,0,1,0,9,9,0,0,4,4,0,0,0,0,0,0
0,24,17,3,2,20,2,17,0,2,20,15,3,2,2,2,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,34,9,0,43,1,25,9,2,37,30,7,0,6,4,2,0,0,0,0,0,0,0,0,0
0,21,18,0,0,18,3,18,0,3,3,3,0,0,13,13,0,0,2,2,0,0,0,0,0,0
0,13,11,0,0,11,2,11,0,2,3,3,0,0,8,8,0,0,0,0,0,0,0,0,0,0
0,40,22,11,4,33,3,22,0,3,25,13,10,2,9,6,1,2,3,3,0,0,0,0,0,0
0,35,15,11,6,26,3,15,0,3,16,2,10,4,9,6,1,2,7,7,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,16,0,0,16,1,16,0,2,9,9,0,0,7,7,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,22,0,0,22,4,22,0,4,5,5,0,0,5,5,0,0,9,9,0,0,3,3,0,0
0,18,15,0,0,15,3,15,0,3,6,6,0,0,6,6,0,0,3,3,0,0,0,0,0,0
0,4,3,0,0,3,1,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,2,6,0,8,1,2,0,1,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27,14,7,2,21,4,14,0,4,4,1,2,1,7,1,5,1,5,5,0,0,7,7,0,0
1,47,36,9,1,45,1,25,11,2,36,27,9,0,10,9,0,1,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,13,0,0,13,1,13,0,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,50,36,13,0,49,1,26,10,2,36,28,8,0,13,8,5,0,0,0,0,0,0,0,0,0
1,45,36,8,0,44,1,29,7,2,37,30,7,0,7,6,1,0,0,0,0,0,0,0,0,0
0,32,14,11,3,25,4,14,0,4,13,2,10,1,10,7,1,2,3,3,0,0,2,2,0,0
0,19,13,2,1,15,3,13,0,3,7,4,2,1,6,6,0,0,3,3,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,16,10,3,26,3,16,0,3,17,7,9,1,9,6,1,2,3,3,0,0,0,0,0,0
0,13,9,2,0,11,2,9,0,2,5,3,2,0,6,6,0,0,0,0,0,0,0,0,0,0
1,45,33,9,2,42,1,23,10,2,34,24,8,2,10,9,1,0,0,0,0,0,0,0,0,0
1,45,36,8,0,44,1,25,11,2,39,32,7,0,5,4,1,0,0,0,0,0,0,0,0,0
0,8,6,0,0,6,2,6,0,2,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,121,100,17,1,117,3,45,55,4,34,27,6,1,27,22,5,0,28,25,3,0,29,26,3,0
0,20,18,0,0,18,2,18,0,2,12,12,0,0,6,6,0,0,0,0,0,0,0,0,0,0
0,18,10,4,1,14,3,10,0,3,3,1,2,0,11,8,2,1,1,1,0,0,0,0,0,0
1,101,84,14,0,98,3,44,40,4,30,26,4,0,31,27,4,0,20,17,3,0,17,14,3,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,49,38,9,1,47,1,26,12,2,39,31,7,1,9,7,2,0,0,0,0,0,0,0,0,0
0,17,15,0,1,15,1,15,0,1,16,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,47,37,8,1,45,1,26,11,2,38,31,6,1,8,6,2,0,0,0,0,0,0,0,0,0
0,43,25,11,4,36,3,25,0,3,28,16,10,2,9,6,1,2,3,3,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,52,41,9,1,50,1,26,15,2,41,34,6,1,10,7,3,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,53,34,10,6,44,3,34,0,3,38,25,9,4,9,6,1,2,3,3,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,11,1,0,12,2,11,0,2,2,1,1,0,10,10,0,0,0,0,0,0,0,0,0,0
1,43,31,10,1,41,1,23,8,2,36,27,8,1,6,4,2,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,10,0,0,10,1,10,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,33,9,0,42,1,25,8,2,36,28,8,0,6,5,1,0,0,0,0,0,0,0,0,0
1,56,43,11,1,54,1,30,13,2,38,29,9,0,17,14,2,1,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47,32,13,1,45,1,25,7,2,41,30,11,0,5,2,2,1,0,0,0,0,0,0,0,0
1,48,33,14,0,47,1,23,10,2,41,30,11,0,6,3,3,0,0,0,0,0,0,0,0,0
0,17,15,0,0,15,2,15,0,2,8,8,0,0,7,7,0,0,0,0,0,0,0,0,0,0
0,13,11,0,0,11,2,11,0,2,3,3,0,0,8,8,0,0,0,0,0,0,0,0,0,0
0,41,22,10,6,32,3,22,0,3,26,13,9,4,9,6,1,2,3,3,0,0,0,0,0,0
1,53,39,13,0,52,1,27,12,2,37,27,10,0,15,12,3,0,0,0,0,0,0,0,0,0
0,30,16,7,2,23,5,16,0,5,4,1,2,1,7,1,5,1,2,2,0,0,5,5,0,0
0,17,15,0,0,15,2,15,0,2,9,9,0,0,6,6,0,0,0,0,0,0,0,0,0,0
0,37,19,11,4,30,3,19,0,3,17,5,10,2,14,11,1,2,3,3,0,0,0,0,0,0
0,32,25,2,3,27,2,25,0,2,14,9,2,3,16,16,0,0,0,0,0,0,0,0,0,0
0,37,19,11,4,30,3,19,0,3,22,10,10,2,9,6,1,2,3,3,0,0,0,0,0,0
1,120,93,24,0,117,3,50,43,4,32,24,8,0,30,26,4,0,28,23,5,0,27,20,7,0
0,39,22,10,4,32,3,22,0,3,24,13,9,2,9,6,1,2,3,3,0,0,0,0,0,0
1,52,44,7,0,51,1,30,14,2,38,32,6,0,13,12,1,0,0,0,0,0,0,0,0,0
1,115,91,18,3,109,3,43,48,4,28,20,6,2,30,25,5,0,29,24,4,1,25,22,3,0
0,36,17,13,3,30,3,17,0,3,21,8,12,1,9,6,1,2,3,3,0,0,0,0,0,0
0,8,6,0,0,6,2,6,0,2,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0
0,17,11,4,0,15,2,11,0,2,5,1,4,0,10,10,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,101,77,19,2,96,3,42,35,4,20,16,3,1,24,18,6,0,30,24,5,1,24,19,5,0
0,15,9,1,0,10,5,9,0,5,3,2,1,0,2,2,0,0,1,1,0,0,2,2,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,42,30,10,1,40,1,17,13,2,33,24,8,1,8,6,2,0,0,0,0,0,0,0,0,0
0,8,5,2,0,7,1,5,0,1,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,10,0,0,10,2,10,0,2,3,3,0,0,7,7,0,0,0,0,0,0,0,0,0,0
0,8,7,0,0,7,1,7,0,2,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0
0,7,4,1,0,5,2,4,0,2,2,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0
0,46,29,10,4,39,3,29,0,3,31,20,9,2,9,6,1,2,3,3,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,12,1,0,13,2,12,0,2,11,11,0,0,2,1,1,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,134,113,17,1,130,3,74,39,4,49,43,6,0,28,25,3,0,24,18,5,1,30,27,3,0
0,14,12,0,0,12,2,12,0,2,3,3,0,0,9,9,0,0,0,0,0,0,0,0,0,0
0,25,22,0,0,22,3,22,0,3,4,4,0,0,16,16,0,0,2,2,0,0,0,0,0,0
0,41,23,10,5,33,3,23,0,3,26,14,9,3,9,6,1,2,3,3,0,0,0,0,0,0
0,48,29,11,5,40,3,29,0,3,28,15,10,3,14,11,1,2,3,3,0,0,0,0,0,0
0,10,9,0,0,9,1,9,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47,35,10,1,45,1,22,13,2,36,28,7,1,10,7,3,0,0,0,0,0,0,0,0,0
1,54,43,10,0,53,1,31,12,2,38,31,7,0,15,12,3,0,0,0,0,0,0,0,0,0
0,44,21,12,8,33,3,21,0,3,29,12,11,6,9,6,1,2,3,3,0,0,0,0,0,0
0,19,18,0,0,18,1,18,0,1,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,8,0,0,8,0,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,123,95,24,1,119,3,49,46,4,39,31,8,0,26,23,3,0,26,19,6,1,29,22,7,0
0,17,13,1,0,14,3,4,9,3,1,0,1,0,9,9,0,0,4,4,0,0,0,0,0,0
1,50,34,13,2,47,1,26,8,2,36,28,7,1,13,6,6,1,0,0,0,0,0,0,0,0
0,26,24,0,0,24,2,24,0,2,6,6,0,0,18,18,0,0,0,0,0,0,0,0,0,0
0,22,20,0,0,20,2,20,0,2,15,15,0,0,5,5,0,0,0,0,0,0,0,0,0,0
0,7,6,0,0,6,1,6,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,7,1,0,8,0,7,0,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,99,80,16,1,96,2,55,25,3,49,43,6,0,26,21,5,0,22,16,5,1,0,0,0,0
0,12,10,0,0,10,2,10,0,2,3,3,0,0,7,7,0,0,0,0,0,0,0,0,0,0
0,30,16,7,2,23,5,16,0,5,4,1,2,1,7,1,5,1,2,2,0,0,5,5,0,0
0,19,12,4,1,16,2,12,0,2,8,3,4,1,9,9,0,0,0,0,0,0,0,0,0,0
1,43,34,7,1,41,1,23,11,2,35,28,6,1,7,6,1,0,0,0,0,0,0,0,0,0
0,43,24,11,5,35,3,24,0,3,28,15,10,3,9,6,1,2,3,3,0,0,0,0,0,0
0,20,19,0,0,19,1,19,0,1,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,147,122,20,2,142,3,77,45,4,50,45,5,0,34,30,3,1,30,24,5,1,30,23,7,0
0,16,15,0,0,15,1,15,0,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57,29,18,7,47,3,29,0,3,42,20,17,5,9,6,1,2,3,3,0,0,0,0,0,0
0,15,11,2,0,13,2,11,0,2,3,1,2,0,10,10,0,0,0,0,0,0,0,0,0,0
